,assessmentScore,code,comments,goalClearnessScore,importanceScore,name,percentPassed,points,registered,satisfactionScore,teachingScore,workloadScore,year
242,+1,EIT060,"KommentarerStudierådets kommentarerVäl genomförd kurs. Hög svarsfrekvens på ceq-enkäterna. Frågor angående bland annat gruppindelning och examination diskuterades på ceq-mötet.Kurslärarens kommentererKursen har fungerat bra. Den tydligaste nyheten som infördes i år var den striktare examinationen av projekt 2. Både kamratgranskning av rapporter och muntlig presentation i större grupp infördes. Dessa fungerade överlag bra, men under mötet identifierades ett par punkter som skulle kunna förbättra denna del. Även gruppindelningen ändrades och studenterna fick inte själva välja grupp, utan placerades i en grupp istället. Denna procedur fick blandade kommentarer och intrycket var att man var något mer kritisk till detta än vad man är i andra kurser med liknande procedur. Det kan ha att göra med att det är större skillnad i förkunskaper mellan olika studentgrupper än vad det är i många andra kurser. Nästa år planerar vi att modifiera gruppindelningen för att bättre ta detta i beaktande. Gästföreläsningen fick återigen mycket bra respons och vi hoppas kunna erbjuda denna även i fortsättningen.Programledarens kommentarerEn väl genomförd kurs. Det har framkommit många klagomål på slumpmässig indelning i grupper. Under utbildningen är det viktigt att lära sig samarbeta inom en grupp med olika kunskapsnivåer och olika ambitionsnivåer. Uppgiften kan dock kompletteras med tydliga projektplaneringsinstruktioner för att ta fram en tydlig ansvarsfördelning inom gruppen. Vid grupparbeten är det viktigt att examinationen av de enskilda studenterna finns kvar, varför en individuell ""contribution statement"" bör finnas.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+35,+89,Datasäkerhet,92%,7.5,93,+69,+48,+21,14/15
243,-22,EIT070,"KommentarerStudierådets kommentarerKopplingen mellan labbarna och föreläsningarna var otydlig och många upplevde en chock när de skulle göra de första övningarna då handlade om assembler som inte ens nämnts på de första föreläsningarna. Då övningarna bara gav kunskapen som man hade behov av i labbarna så var det många som hoppade över övningarna i sig och fokuserade på labbförberedelser istället.Bristen på extentor var något som vissa upplevde gjorde tentaplugget svårare. Instuderingsfrågorna upplevde jag dock som att i princip alla använde vid tentaplugget och fann användbart.Kurslärarens kommentererJag (Erik Larsson) gav kursen för första gången VT 2015. Fokus i år var att uppdatera föreläsningarna. Jag ville modernisera kursen lite och ta med cacheminnen, virtuelltminne och mer om pipelining. Detta är koncept som finns i alla processorer idag. Gränsen mellan Datorteknik och Datorarkitektur går nu vid antalet kärnor i processor (i Datorteknik - 1 CPU/core och i Datorarkitektur - flera CPU:er/cores). Målet med kursen är att ge en bra grund i hur datorer fungerar. Fokus ligger på generella principer som gäller alla processorer och på att visa på avvägningar som görs (framför att i detalj titta på en processor utan att reflektera över designbeslut). Jag ville också lägga fokus på kursboken av Patterson and Hennessey (framför kursboken av Brorsson).I och med att jag uppdaterade föreläsningarna och behöll de gamla lektionerna och de gamla laborationerna blev det ett litet glapp mellan föreläsningarna å ena sidan och lektioner/laborationer å andra sidan. Inför 2016 arbetar vi med nya laborationer där vi kommer använda en FPGA på vilken vi programmerat en processor. Med detta kommer studenterna i kontakt med riktig hårdvara och kommer få hantera tryckknappar och 7-segments displayer.Programledarens kommentarerInför årets kursomgång har föreläsningarna omarbetats. Labbarna var dock de gamla varför studenterna inte såg ett tydligt samband mellan föreläsningarna och labbarna. Inför nästa år ska labbarna uppdateras vilket kommer att förbättra kursen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-38,+58,Datorteknik,88%,6.0,100,0,-17,+20,14/15
244,+41,FAFF25,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iDenna uppgift har ej fyllts i.,+14,-38,Fysik,68%,11.0,80,+12,+1,+15,14/15
245,+62,FMAA01,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+41,+72,Endimensionell analys,36%,15.0,111,+44,-7,+3,14/15
246,+69,FMAF01,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+13,0,Matematik - Funktionsteori,60%,7.0,5,+33,-25,-17,14/15
247,+46,FMAF10,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+64,+51,Tillämpad matematik - Linjära system,68%,5.0,109,+59,+36,+41,14/15
248,+69,EDAF05,"KommentarerStudierådets kommentarerBra kurs som verkar väldigt relevant till vår utbildning. Klurig tenta men som verkligen ser till så man har förståelse för kursen, inget man bara kan tentaplugga en vecka innan. Labbarna är bra och egentligen hade man kunnat behöva ha alla labbar och inte bara 4 st.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+12,+91,"Algoritmer, datastrukturer och komplexitet",67%,5.0,132,+58,+34,+14,14/15
249,+54,ETI265,"Studierådets kommentarerBra kurs och bra föreläsare. Hade varit bra om man fick ""förberedande"" material så som man får i reglerteknikskursen då dessa är väldigt lika i uppbyggnad och arbete. En repitition av matte eller ett litet analyserande mattetest innan så att man vet om man har de mattekunskaper som krävs eller om man har hunnit glömma dem hade varit bra.Kurslärarens kommentererInför nästa år kommer följande att uppdateras;- Föreläsningsanteckningarna som läggs ut kommer att göras tydligare- Laborationerna kommer att modifieras så att de blir mer koncentrerade så att man har mer tid på sig att slutföra dem (dvs färre men samtidigt längre)- Förinspelade video-föreläsningar planeras att tillgängliggöras för studenter som eventuellt missar någon föreläsning (dessutom på engelska för att passa ev utbytesstudenter)Programledarens kommentarerEn väl genomförd kurs.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+56,+47,Signalbehandling i multimedia,70%,7.5,94,+58,+44,+36,14/15
250,+26,ETIA01,"Studierådets kommentarerDet var mycket kritik mot hur labbarna fungerade i praktiken och om att litteraturen var många ord lite innehåll. Detta  kommer förhoppningsvis bättra sig när kursen görs om. Väldigt blandade kommentarer angående föreläsningarna men det var en del som tyckte de var för svåra att förstå.Kurslärarens kommentererKursen gick för sista gången i det här formatet. I den nya, mindre, kursen som jag med flera ska utveckla kommer synpunkterna från enkäten att beaktas. Främst vad gäller laborationerna och kursboken. Trots detta har årets version upplevts som relevant och med nöjda studenter.Programledarens kommentarerDetta var sista gången kursen genomfördes. Den ersätts med en något mindre kurs. Årets kursomgång var väl genomförd.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+12,+25,Elektronik,70%,8.0,118,+18,-1,+14,14/15
251,+28,ETS075,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererSynpunkterna har noterats och kommer att beaktas.Programledarens kommentarerEn väl genomförd kurs.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+50,+24,Kösystem,88%,4.5,82,+54,+34,+52,14/15
252,+43,ETSA01,"Studierådets kommentarerprojektet var bra och roligt! En nackdel med projektet var att de olika leverablerna hade olika arbetsbelastning. Leverablerna behöver vara mer utspridda och programmeringen behöver påbörjas tidigare i jämförelse med årets kurs.Tentamen var extrem på gränsen till det löjliga, genomsnittliga tiden som folk satt var 16 timmar vad jag hört. vi hade 30 timmars arbetstid och 16 av dom satt vi genomsnittligen framför tentan. Det är 2 hela arbetsdagar komprimerade till 1 dag. Väldigt tung tenta.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-15,+68,Ingenjörsprocessen för programvaruutveckling - metodik,95%,5.0,124,+22,+23,+17,14/15
253,+35,ETSA05,"KommentarerStudierådets kommentarerPratade om att kursen borde vara mer caseinriktad. Övningarna var bra. Föreläsningarna mindre bra, koppla teorin bättre till praktiken. Kursen går dock för sista gången till våren.Kurslärarens kommentererKommentarerna för årets utgåva följer ett tidigare mönster. Ganska låg svarsfrekvens (30-35%), normalfördelade kommentarer kring att mittenläge på ganska nöjda studenter. Det får året införda kamratgranskningen av rapporten har mottagits positivt. Några studenter ifrågasätter att detta behövs för ingenjörer, medan andra beskriver det som en intressant och nyttig kurs.Några kommentarer från C-studenter är sannolikt införda på fel kurs.Programledarens kommentarerKursen är väl genomförd. Den täcker ett stort ämnesområde och kursansvariga lärare behöver plocka ut de delar som de särskilt vill lyfta fram. Detta bidrar till att några studenter tycker att kursen är spretig och saknar ""röd tråd"". Kursen ska genomföras en gång till innan den ersätts som del av förändringarna inom obligatoriet på D. Det är därför inte motiverat att göra några större förändringar i kursen. Studenterna är överlag nöjda med kursen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+11,+7,Ingenjörsprocessen för programvaruutveckling - samhällsaspekter,94%,4.0,108,-7,+3,+35,14/15
254,-36,ETSF01,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKursens syfte inklusive dess relevans för ingenjörsyrket behöver kommuniceras och förtydligas ytterligare till studenterna genom hela kursen och inte bara (som nu) med en tyngdpunkt på första föreläsningen. I år bjöd jag in en gästföreläsare från industrin som fick bra feedback av studenterna. Detta skulle kunna utökas med ytterligare någon gäst.Andra förbättringar som gjordes för denna omgång behöver påpekas och syftet förklaras tydligare. T ex, tillägget av ett verklighetsbaserat fall i projektuppgiften med syfte att ge en inblick i hur kursinnehållet relaterar till verkliga projekt. Balansen mellan teori o praktik i projektuppgiften ska även revideras mot ett större fokus på de praktiska aspekterna av de givna fallen, t ex att göra en aktivitetsplan för projekt x i verktyg y och inte enbart redovisa utvärderingen av verktyg y.Projektet syftar till att ge möjlighet att jobba med större delen av kursinnehållet, och därmed va en förberedelser för tentan. Detta ska förmedlas tydligare i nästa kursomgång.De pedagogiska vinsterna med kamratgranskningar (som i år ersatte stora delar av handledar-feedbacken) ska påpekas och göras tydligare. Handledarkompetensen ligger här till stor del i de checklistor som används under övningen. Detta behöver förmedlas i klartext. Vi ska även tipsa studenterna om att checklistorna kan användas som hjälp i det egna skrivandet.De initiala problemen vi hade på övningarna med att lösa logistiken (matcha författare mot granskare) kan ha haft en negativ påverkan även på resten av övningen. Inför nästa kursomgång planerar jag att förbättra detta genom (att som studenterna föreslår) allokera rapporterna som ska granskas innan övningen. Studenterna kan då läsa igenom dessa innan, vara bättre förberedda och kunna fokusera på granskningsuppgiften redan från början av passet. En annan förbättring gällande övningarna som utnyttjar handlarnas kompetens bättre och tydligare (inte bara representerad i checklistorna) vore att ha en gemensam genomgång av vanliga kommentarer mot slutet på övningspassen.Inför nästa kursomgång innehåller kursplanen läromål om skrivande. Det förtydligar att detta ingår i kursen, och att dessa moment (projektrapport + övningarna) är viktiga och även att de är ett redskap för lärande om kursens ämnesområde.Programledarens kommentarerI och med förändningen av det obligatoriska blocket på D kommer denna kurs att läggas ner. Två kursomgångar återstår dock. Mot bakgrund av detta är det inte rimligt att göra några större förändringar av kursen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-25,-22,Ingenjörsprocessen för programvaruutveckling - ekonomi och kvalitet,59%,4.0,90,-57,-37,+24,14/15
255,+61,FMA420,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+44,+67,Linjär algebra,48%,6.0,101,+71,+24,+31,14/15
256,+38,FMAF05,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerEn väl genomförd Kurs.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+50,+50,Matematik - System och transformer,75%,7.0,4,+50,+33,+63,14/15
257,+33,FMN011,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererThe course is working well, but there were three main complaints from the students:1. Heavy load: this is something the lecturer is aware of. To lighten up the load, iterative methods for linear systems will be removed from the course. These methods used to be more important when computers had smaller memories. Now linear systems can be solved almost always with direct methods.2. Five hours for the exam, instead of the actual four: the lecturer will discuss with the department if this is possible without incurring in extra costs.3. Lack of answers for exercises and seminars: the lecturer will make sure that solutions for exercises are published regularly. The lecturer will not post solutions to seminars, because seminars are designed for discussion, not problem-solving.Programledarens kommentarerEn väl genomförd kurs som studenterna och programledningen uppskattar. Det so framförts som negativt är att arbetsbelastningen är hög på kursen. Under CEQ-mötet diskuterades om något innehåll kan tas bort från kursen. Kursansvarig lärare ska se över innehållet till nästa år för att se om några förändringar kan göras som minskar arbetsbelastningen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+18,+46,Numerisk analys,58%,6.0,86,+44,+30,-24,14/15
258,+12,EDA070,Studierådets kommentarerStudenterna är överlag nöjda med kursen. Man tycker att labbarna där man jobbar med terminalen är det nyttigaste och man får gärna utöka det medan föreläsningarna om till exempel datorns historia inte behöver ta upp så mycket tid.Kurslärarens kommentererKursen verkar fungera väl även efter bytet av kursansvarig. Deltagarna är överlag nöjda och kommentarerna är övervägande positiva. I år har vi i liten skala börjat att se över kursinnehållet och introducera några viktiga moment som tidigare låg i kursen Datorer i system. Vår målsättning är att arbeta vidare på det spåret och införa mer om teckenkodning och det binära talsystemet. Det kommer att inkludera en översyn av innehållet på några av föreläsningarna såväl som någon/några av laborationerna.Programledarens kommentarerEn väl fungerande kurs som ger studenterna en introduktion till datorn som verktyg. Under CEQ-mötet diskuterades möjligheten att lägga in något om teckenkodning i kursen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+59,+59,Datorer och datoranvändning,97%,3.0,103,+39,+13,+67,15/16
259,+0,ETS052,"Studierådets kommentarerDenna kursen var bra. Det var bra att få en överblick om hur datorkommunikation fungerar och få koll på vad massa förkortningar betyder så man kan läsa om ämnet och förstå vad där står.Labborationerna var bra. Det var ett bra sätt att få fakta till att bli mer konkret än att bara höra om det på föreläsningarna. De var lagom stora labbarna. Övningstillfällena var bra för de som var där.Kurslärarens kommentererKursen har fungerat bra, utan större problem. Syftet med kursen är att ge en översikt för området och det tycker jag vi lyckas med.Programledarens kommentarerEn väl fungerande kurs som ger studenterna en introduktion till ämnet datorkommunikation. Nästa år kommer kursen att utökas med projekt som syftet till att träna studenternas färdighet i muntlig och skriftlig kommunikation.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+43,+74,Datorkommunikation,81%,4.5,113,+49,+7,+56,15/16
260,+57,FRT010,"Studierådets kommentarerKursen uppskattades mycket av folk från data, speciellt uppskattat var att den gick parallellt med realtidsprogrammeringen och föreläsaren i den kursen berättade om applikationer av realtiden i reglerteknik. Enda klagomålet var att det var en tung pluggbörda inför den andra labben, både med förberedelseuppgifter och frågor man skulle kunna. Förutom detta kändes alla frågor i den andra labben milt repetetiva.Något som uppskattades otroligt mycket var föreläsaren. Folk uppskattade också föreläsningsanteckningarna, de var mycket utförliga och det uppskattades att föreläsningarna följde anteckningarna till punkt och pricka.Kurslärarens kommentererDet är roligt att så många är nöjda med kursen. Vi utför förbättringar av kursmaterialet varje år och kommer att uppdatera kompendierna även efter denna kursomgång. Det finns en del kommentarer om väntetider på laborationerna. Vi ska försöka effektivisera arbetet så att väntetiderna minskas.Programledarens kommentarerEn väl fungerande kurs. Programledningen ser inget behov av någon större kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+64,+52,"Reglerteknik, allmän kurs",78%,7.5,91,+67,+42,+22,15/16
261,+69,EDA016,"Studierådets kommentarerNästan alla studenterna verkar väldigt nöjda med kursen, speciellt engagemanget från föreläsarens sida. Förbättringar ligger i att förtydliga vikten av övningar och föreläsningar samt omstrukturera gruppsamarbetet.Kurslärarens kommentererKursen har fungerat mycket bra, tentaresultatet har varit enastående och CEQ-utvärderingen är mycket positiv. Studenterna är överlag mycket nöjda med föreläsningar, handledarnas insats, laborationerna och det nya konceptet med samarbetsgrupper. Konceptet med resurstider har också fungerat mycket bra. Vissa laborationer var väl enkla och inför kursutvecklingen av nya EDAA45 som ersätter EDA016 kan ambitionsnivån på laborationerna höjas. Det kan vara bra att ge samarbetsgrupperna mer stöd i början för att bättre komma igång och snabbare hitta bra samarbetsformer. W-are vittnar om  att det är tufft att läsa mer än 100% och programledningen bör se över detta problem.Programledarens kommentarerEn väl genomförd kurs. Samarbetsgrupperna har fungerat bra.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+58,+98,Programmeringsteknik,88%,7.5,97,+87,+69,+52,15/16
262,+57,EDA040,Studierådets kommentarerRelevant kurs för vår utbildning med roliga labbar och bra projekt! Tentan tar väldigt lång tid och är nästan omöjlig att bli klar med i tid. Man hade kunnat ha mer färdig kod på konstruktionsdelen eller ett mindre system att utveckla.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+17,+79,Realtidsprogrammering,62%,6.0,146,+50,+29,+13,15/16
263,+58,EDAF10,Studierådets kommentarerBra kurs som är relevant för vår utbildning men konstigt att diskreta strukturer är kopplat till resten då de är brett skilda. Labbarna var förvirrande men föreläsaren bra!Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerEn bra genomförd kurs. Till nästa kursomgång flyttas delen om diskreta strukturer till en egen kurs.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+31,+81,Objektorienterad modellering och diskreta strukturer,76%,7.5,109,+54,+28,+33,15/16
264,+66,EIT020,"Studierådets kommentarerStudenterna väldigt nöjda med kursen överlag. Man lär sig mycket speciellt av labbarna. Dock så är kursboken helt omöjlig att förstå sig på, väldigt många konstiga begrepp.Kurslärarens kommentererÅrets kurs gick bra och uppfattades som mycket relevant av studenterna. De förändringar som gjorts med nya labbar och en del VHDL har också fått positiv feedback. De förbättringar som önskas är att mer tid på föreläsningarna läggs på de svårare delarna, som ibland hastades igenom och lämnades till självstudier. Kursboken uppfattas också som svår av många. Anteckningar som stöd till bokens kapitel är under utveckling.Programledarens kommentarerEn väl genomförd kurs. Programledningen ser inget behov av någon omfattande kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+11,+52,Digitalteknik,69%,9.0,101,+34,+11,+3,15/16
265,+63,FMA430,Studierådets kommentarerStudenterna är överlag väldigt nöjda med denna kursen. Föreläsaren var väldigt bra och hade bra förståelse för studenterna. Om något så kanske man kan ha högre tempo på föreläsningarna men annars väldigt basic mattekurs.Kurslärarens kommentererTrevliga studenter som väl tillägnade sej kursens innehåll.Programledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+45,+59,Flerdimensionell analys,40%,6.0,85,+50,+12,+31,15/16
266,+42,FMAA05,Studierådets kommentarerStudenterna är glada över att man går igenom gymnasiematten som första kurs. Föreläsaren är entusiatisk och det finns bra videor online. Dock så har föreläsaren ibland svårt för att förstå studenternas frågor och det är stor arbetsbelastning.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+40,+62,Endimensionell analys,37%,15.0,91,+38,+22,-22,15/16
267,+59,FMS012,Studierådets kommentarerFöreläsaren var väldigt bra och labbarna fick en att lättare förstå innehållet i kursen. Dock så kändes det som om det fanns för mycket att lära sig och för avancerade saker för en grundkurs.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+30,+38,"Matematisk statistik, allmän kurs",62%,9.0,76,+44,+13,+7,15/16
268,+33,TEK210,"KommentarerStudierådets kommentarerKognitionen är en kurs med enkelt innehåll som är nyttigt för oss på Data att lära oss. Kursen är dock inte optimalt uppbyggd med stökiga labbar och konstiga delmoment.Det är bra att vi får träna på uppsatsskrivning i denna kursen.Bra bok som är enkel att läsa och förstå samt billig.Kurslärarens kommentererJag vill först tacka för många värdefulla kommentarer. De viktigaste punkterna, som jag ser det, är följande: -Gruppindelning. Det fungerade inte att låta studenterna fritt välja grupper, av många skäl. Till nästa omgång kommer vi att hålla gruppindelningen fast, efter de grupper som lagts redan i schemat. Detta kommer också, förhoppningsvis, göra det lite lättare att navigera i Live@Lund (se separat punkt om detta). -Feedback. Det finns en stor spridning i hur mycket och hur god feedback studenter anser sig ha fått. Delvis kan detta bero på att övningsledarna har uppfattat mina instruktioner om hur mycket och vilken feedback de skulle ge på olika sätt. Jag ska förbättra övningsledarnas arbetsbeskrivning och även diskutera frågan närmare med studentrepresentanterna. -Kvalitetskrav. En hel del studenter upplevde att det var svårt att veta hur en  bra laboration eller  inlämningsuppgift såg ut. Det fanns goda exempel på svar på laborationsuppgifter i instruktionerna till laborationsrapporten, och vi plockade också fram exempel på goda svar på inlämningsuppgifter som ska ha distribuerats via era övningsledare. Jag ska göra båda dessa mer synliga till nästa kursomgång. - Studenterna verkade generellt sett uppskatta föreläsningarna, vilket var roligt att se. Däremot kanske det blev någon ""bredd-föreläsning"" för mycket (gästföreläsarna). Programledningen och jag ska undersöka möjligheten att plocka bort två sådana föreläsningar redan till nästa termin. - Live@Lund upplevdes som svårnavigerat, särskilt vad det gällde hur och var man lämnade in uppgifter. Jag ska se om jag kan få fram en ändring i strukturen så att också gruppuppgifter, eller uppgifter som ska läsas av övningsledare (dvs inlämningsuppgifterna) går att lämna in på ""förstasidan"". Om detta inte är möjligt har jag i alla fall större möjligheter att förutse vilka svårigheterna kommer att vara till nästa gång, och ska försöka underlätta för studenterna så mycket som möjligt. Som jag förstår det är jag rätt låst till att använda just Live, men jag ska titta närmare också på detta. - Den frivilliga individuella uppgiften sågs som lite för överlappande med den obligatoriska delen av samma uppgift. Anledningen till att jag valde att göra en frivillig uppgift som byggde på den obligatoriska var för att lura er att skriva den. Har man redan börjat jobba med en uppgift brukar man tänka att man lika gärna kan skriva lite till på den. Men jag ska se om jag kan göra avgränsningen mellan uppgifterna tydligare utan att för den skull dra ner på antalet studenter som skriver för ett högre betyg.Programledarens kommentarerEn väl genomför kurs som med lyckad genomförande även när det var dubbelt så många studenter.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+9,+19,Kognition,92%,4.5,206,+8,+7,+37,15/16
269,+58,EDA260,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerEn väl genomförd kurs. Inför utökningen alkursen anser programledningen det är viktigt att projektgenomförandet behålls relativt oförändrat. Det är viktigt att närvaron är hög och om studenter har giltigt skäl till frånvaro ska de komplettera för att ta till sig de lärmoment de missat. Dock använder studenterna idag ord som ""straffuppgift"".  Det ordvalet bör undvikas.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+58,+96,Programvaruutveckling i grupp - projekt,95%,6.0,112,+80,+55,+37,15/16
270,+57,EDAA01,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererDet är glädjande att så många är nöjda med kursen och finner den relevant för sin utbildning.Vissa program har ett lång avstånd i tiden mellan grundkursen och fördjupningskursen. På CEQ-mötet diskuterade vi detta och kom fram till att det vore bra med en repetitionsuppgift i läsvecka 1. Jag planerar att göra en sådan uppgift till kurstillfället VT17.Programledarens kommentarerEn mycket väl genomförd kuromgång. Programledningen ser inget behöv av någon större kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+43,+88,Programmeringsteknik - fördjupningskurs,74%,7.5,94,+67,+29,+27,15/16
271,+43,EIT060,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKursen fungerade bra och användningen av elektroniska uppgifter fick positiva kommentarer av de flesta. Detta kommer vi fortsätta med framöver. En möjlig förbättring som kunde identifieras var informationen runt det andra projektet. Den hade kunnat vara tydligare i vissa avseenden. I övrigt finns det i nuläget inga planer på förändringar inför nästa kursomgång.Programledarens kommentarerEn väl genomförd kuromgång. Programledningen ser inget behöv av någon större kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+63,+98,Datasäkerhet,97%,7.5,89,+85,+59,+43,15/16
272,+5,EIT070,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererDetta är andra året jag ger kursen. Förra året uppdaterade jag föreläsningsmaterialet. I år skapade vi nya laborationer. Jag bedömer att vi nu har ett bra paket med föreläsningar och laborationer. Det jag planerar som förbättringar är: * information till studenterna om att 1.5 poäng (som är storleken på laborationskursen) motsvarar 40 timmar. Jag fick ett par kommentarer under kursen om att laborationerna var tidskrävande, men när jag frågade om hur mycket mer tid än 40 timmar de lagt ner var det ingen som svarade. * Information till studenterna att studera laborationshandledningen noga innan laboration. Många studenter kom till laboration utan att förberett sig. * Jag har tillåtit studenter gå på andra laborationstider i mån av plats. Men, det uppkom ett antal tillfällen då salen var full och de studenter som anmält sig inte fick plats. Jag lutar åt att ta bort möjligheten att laborera på andra laborationstider än de tider varje student har fått. Studenter har tillgång till laborationsutrustningen under icke-schemalagd tid så det finns stora möjligheter att sitta och laborera på egen hand.Programledarens kommentarerEn väl genomförd kuromgång. Studenterna upplever att de måste lägga oproportionerligt mycket tid på labbarna så labbarna ska ses över till nästa kursomgång. I övrigt ser programledningen inget större behov av kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-46,+52,Datorteknik,88%,6.0,94,-33,-40,-17,15/16
273,+24,FAFA60,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerEn väl genomförd kuromgång. Programledningen ser inget behöv av någon större kursutveckling. Vissa praktiska problem förekoma som beror på att kursen lästes både av D1 och D3 vilket gjorde schemaläggning av labbresurser problematiskt.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+7,-23,Fotonik,54%,5.0,99,-12,-25,-5,15/16
274,+42,FAFF25,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererDenna kurs går endast ett år till i sin nuvarande 11 hp form. Vi tycker att kursen har funnit sina former men att det stora problemet att kursen inte upplevs som särskilt relevant för utbildningen kvarstår. Denna kritik verkar mest inriktad på termodynamiken och hållbarhetsprojekten och dessa moment försvinner vid nästa omläggning. Under det sista året får vi försöka lägga ännu större vikt vid att tydligt förklara att även om dessa moment inte direkt kopplar till programeringsarbete så har dom stor relevans för själva ingenjörsrollen och studentens tekniska allmänbildning och förhållandet till samhället. Det går t.ex. knappast en enda dag utan att nyheter och tidningar diskuterar energi- och klimat-frågorProgramledarens kommentarerKursen kommer bara att ges en omgång till. Programledningen ser inget behöv av någon större kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+2,-45,Fysik,44%,11.0,96,-7,+3,+12,15/16
275,0,FMAF01,Kommentarer har ej inkommet före utsatt tidProgramledarens kommentarerEn väl genomförd kuromgång. Programledningen ser inget behöv av någon större kursutveckling.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+50,+50,Matematik - Funktionsteori,30%,7.0,10,+50,+50,+38,15/16
